Name,pct_white,pct_black,pct_hispanic,pct_asian,pct_native,pct_hipi,householdincome_avghinc_cy
Ginter Park Terrace,0.39637026821279975,0.4813932121278197,0.016871491479371534,0.011685853422771822,0.011622459413212544,0.0,0.0
Gravel Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hickory Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Highland Park Southern Tip,0.14701012822265339,0.7949490317397795,0.01257718200017185,0.006691895327646487,0.0,0.0,0.0
Highland Terrace,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hillside Court,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hioaks,0.45311681508643264,0.4215121354985158,0.02077876724288458,0.029509341714684823,0.0,0.0,0.0
Hollywood Cemetery,0.606776180698152,0.27464065708418894,0.03850102669404517,0.046714579055441484,0.0,0.0,0.0
Huguenot,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson Ward,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jahnke,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Davis,0.19719229513548805,0.7251061051256937,0.05517466536075743,0.000326477309826967,0.0,0.0,0.0
John Marshall,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laburnum Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnolia Industrial Center,0.03701594533029613,0.8980637813211846,0.02220956719817768,0.011958997722095672,0.0,0.0,0.0
Malvern Gardens,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester,0.28304607055851644,0.5959569056335143,0.0027865231825467862,0.0036172626822159725,0.0,0.0,0.0
Mary Munford,0.9204807165483285,0.03424583384313819,0.0117047867274398,0.012573058900696618,0.0,0.0,0.0
Maury,0.10419853816080231,0.7593064762876084,0.05099439061703212,0.0,0.00271970083290838,0.0,0.0
Maymont,0.6297677029837393,0.30982643017950884,6.561578577448282e-05,0.04961692518887773,0.0,0.0,0.0
Maymont Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McGuire,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McGuire Manor,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McGuire Veterans Hospital,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe Ward,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monument Avenue Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mosby,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Museums,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newtowne West,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Highland Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Barton Heights,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northrop,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oak Grove,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oakwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oakwood Cemetery,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Old Town Manchester,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxford,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parnell Industrial Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Paul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pine Camp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piney Knolls,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pocoshock,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Powhite Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Providence Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randolph,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reedy Creek,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rosedale,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sauer's Gardens,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott's Addition,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sherwood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shockoe Bottom,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shockoe Slip,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern Barton Heights,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stadium,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stonewall Court,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stony Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stratford Hills,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swansboro,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swansboro West,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swanson,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Diamond,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Fan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Museum District,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Three Chopt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Union Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0
University of Richmond,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upper Shockoe Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walmsley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Warwick,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Westhampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Westlake Hills,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Westover,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Westover Hills,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Westover Hills West,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whitcomb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willow lawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willow Oaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windsor,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windsor Farms,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woodhaven,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woodland Heights,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woodville,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Worthington,0.0,0.0,0.0,0.0,0.0,0.0,0.0
